Vera	39.4807985	-0.3406299	Camí de Vera s/n, 46022, València, València
Gandia	38.996503	-0.166135	Carrer Paranimf 1, 46730, Grau de Gandia, València
Alcoi	38.6944345	-0.4782018	Plaça Ferrándiz i Carbonell 1, 03801, Alcoi, Alacant
